
   0.200      0.001      0.000    -65.700    -60.000      0.002      0.015      0.000    -65.700      0.000     0.0000     0.0000 
   0.400      0.003      0.000    -65.700    -60.000      0.004      0.127      0.000    -65.700      0.000     0.0000     0.0000 
   0.600      0.004      0.000    -65.700    -60.000      0.007      0.839      0.000    -65.700      0.000     0.0000     0.0000 
   0.800      0.005      0.000    -65.700    -60.000      0.013      4.418      0.000    -65.700      0.000     0.0000     0.0000 
   1.000      0.007      0.000    -65.700    -60.000      0.021     17.489      0.000    -65.700      0.000     0.0000     0.0000 
   1.200      0.008      0.000    -65.700    -60.000      0.036     54.985      0.000    -65.700      0.000     0.0000     0.0000 
   1.400      0.010      0.000    -65.700    -60.000      0.059    139.489      0.000    -65.700      0.000     0.0000     0.0000 
   1.600      0.011      0.000    -65.700    -60.000      0.094    289.313      0.000    -65.700      0.000     0.0000     0.0000 
   1.800      0.012      0.000    -65.700    -60.000      0.149    495.635      0.000    -65.700      0.000     0.0000     0.0000 
   2.000      0.012      0.000    -65.700    -60.000      0.232    706.294      0.000    -65.700      0.000     0.0000     0.0000 
   2.200      0.013      0.000    -65.700    -60.000      0.354    840.137      0.000    -65.700      0.000     0.0000     0.0000 
   2.400      0.013      0.000    -65.700    -60.000      0.532    834.535      0.000    -65.700      0.000     0.0000     0.0000 
   2.600      0.014      0.000    -65.700    -60.000      0.833    690.505      0.000    -65.700      0.000     0.0000     0.0000 
   2.800      0.014      0.000    -65.700    -60.000      1.194    473.518      0.000    -65.700      0.000     0.0000     0.0000 
   3.000      0.015      0.000    -65.700    -60.000      1.682    267.148      0.000    -65.700      0.000     0.0000     0.0000 
   3.200      0.015      0.000    -65.700    -60.000      2.328    122.909      0.000    -65.700      0.000     0.0000     0.0000 
   3.400      0.016      0.000    -65.700    -60.000      3.169     45.540      0.000    -65.700      0.000     0.0000     0.0000 
   3.600      0.016      0.000    -65.700    -60.000      4.245     13.412      0.000    -65.700      0.000     0.0000     0.0000 
   3.800      0.017      0.000    -65.700    -60.000      5.601      3.086      0.000    -65.700      0.000     0.0000     0.0000 
   4.000      0.018      0.000    -65.700    -60.000      7.280      0.546      0.000    -65.700      0.000     0.0000     0.0000 
   4.200      0.019      0.000    -65.700    -60.000      9.330      0.073      0.000    -65.700      0.000     0.0000     0.0000 
   4.400      0.020      0.000    -65.700    -60.000     11.793      0.007      0.000    -65.700      0.000     0.0000     0.0000 
   4.600      0.021      0.000    -65.700    -60.000     14.711      0.001      0.000    -65.700      0.000     0.0000     0.0000 
   4.800      0.022      0.000    -65.700    -60.000     18.118      0.000      0.000    -65.700      0.000     0.0000     0.0000 
   5.000      0.023      0.000    -65.700    -60.000     22.042      0.000      0.000    -65.700      0.000     0.0000     0.0000 
   5.200      0.024      0.000    -65.700    -60.000     26.499      0.000      0.000    -65.700      0.000     0.0000     0.0000 
   5.400      0.025      0.000    -65.700    -60.000     31.494      0.000      0.000    -65.700      0.000     0.0000     0.0000 
   5.600      0.027      0.000    -65.700    -60.000     37.020      0.000      0.000    -65.700      0.000     0.0000     0.0000 
   5.800      0.029      0.000    -65.700    -60.000     43.050      0.000      0.000    -65.700      0.000     0.0000     0.0000 
   6.000      0.031      0.000    -65.700    -60.000     49.547      0.000      0.000    -65.700      0.000     0.0000     0.0000 
   6.200      0.033      0.000    -65.700    -60.000     56.457      0.000      0.000    -65.700      0.000     0.0000     0.0000 
   6.400      0.035      0.000    -65.700    -60.000     63.711      0.003      0.000    -65.700      0.000     0.0000     0.0000 
   6.600      0.037      0.000    -65.700    -60.000     71.223      0.024      0.000    -65.700      0.000     0.0000     0.0000 
   6.800      0.039      0.000    -65.700    -60.000     78.905      0.125      0.000    -65.700      0.000     0.0000     0.0000 
   7.000      0.041      0.000    -65.700    -60.000     86.647      0.448      0.000    -65.700      0.000     0.0000     0.0000 
   7.200      0.045      0.000    -65.700    -60.000     94.345      1.176      0.000    -65.700      0.000     0.0000     0.0000 
   7.400      0.049      0.000    -65.700    -60.000    101.878      2.502      0.000    -65.700      0.000     0.0000     0.0000 
   7.600      0.053      0.000    -65.700    -60.000    109.142      5.196      0.000    -65.700      0.000     0.0000     0.0000 
   7.800      0.057      0.000    -65.700    -60.000    116.018     12.652      0.000    -65.700      0.000     0.0000     0.0000 
   8.000      0.062      0.000    -65.700    -60.000    122.408     33.161      0.000    -65.700      0.000     0.0000     0.0000 
   8.200      0.066      0.000    -65.700    -60.000    128.216     77.527      0.000    -65.700      0.000     0.0000     0.0000 
   8.400      0.070      0.000    -65.700    -60.000    133.354    149.536      0.000    -65.700      0.000     0.0000     0.0000 
   8.600      0.074      0.000    -65.700    -60.000    137.756    236.804      0.000    -65.700      0.000     0.0000     0.0000 
   8.800      0.080      0.000    -65.700    -60.000    141.369    315.175      0.000    -65.700      0.000     0.0000     0.0000 
   9.000      0.089      0.000    -65.700    -60.000    144.152    368.478      0.000    -65.700      0.000     0.0000     0.0000 
   9.200      0.098      0.000    -65.700    -60.000    146.078    404.537      0.000    -65.700      0.000     0.0000     0.0000 
   9.400      0.108      0.000    -65.700    -60.000    147.144    445.700      0.000    -65.700      0.000     0.0000     0.0000 
   9.600      0.117      0.000    -65.700    -60.000    147.360    500.005      0.000    -65.700      0.000     0.0000     0.0000 
   9.800      0.126      0.000    -65.700    -60.000    146.749    544.285      0.000    -65.700      0.000     0.0000     0.0000 
  10.000      0.136      0.000    -65.700    -60.000    145.346    540.627      0.000    -65.700      0.000     0.0000     0.0000 
  10.200      0.145      0.000    -65.700    -60.000    143.201    472.536      0.000    -65.700      0.000     0.0000     0.0000 
  10.400      0.154      0.000    -65.700    -60.000    140.370    355.209      0.000    -65.700      0.000     0.0000     0.0000 
  10.600      0.169      0.000    -65.700    -60.000    136.916    233.059      0.000    -65.700      0.000     0.0000     0.0000 
  10.800      0.189      0.000    -65.700    -60.000    132.912    136.845      0.000    -65.700      0.000     0.0000     0.0000 
  11.000      0.209      0.000    -65.700    -60.000    128.430     75.505      0.000    -65.700      0.000     0.0000     0.0000 
  11.200      0.229      0.000    -65.700    -60.000    123.545     43.284      0.000    -65.700      0.000     0.0000     0.0000 
  11.400      0.249      0.000    -65.700    -60.000    118.335     22.383      0.000    -65.700      0.000     0.0000     0.0000 
  11.600      0.269      0.000    -65.700    -60.000    112.872     11.853      0.000    -65.700      0.000     0.0000     0.0000 
  11.800      0.289      0.000    -65.700    -60.000    107.229      5.870      0.000    -65.700      0.000     0.0000     0.0000 
  12.000      0.309      0.000    -65.700    -60.000    101.472      2.547      0.000    -65.700      0.000     0.0000     0.0000 
  12.200      0.329      0.000    -65.700    -60.000     95.659      1.039      0.000    -65.700      0.000     0.0000     0.0000 
  12.400      0.364      0.000    -65.700    -60.000     89.855      0.270      0.000    -65.700      0.000     0.0000     0.0000 
  12.600      0.405      0.000    -65.700    -60.000     84.111      0.058      0.000    -65.700      0.000     0.0000     0.0000 
  12.800      0.446      0.000    -65.700    -60.000     78.461      0.014      0.000    -65.700      0.000     0.0000     0.0000 
  13.000      0.486      0.000    -65.700    -60.000     72.953      0.014      0.000    -65.700      0.000     0.0000     0.0000 
  13.200      0.527      0.000    -65.700    -60.000     67.626      0.033      0.000    -65.700      0.000     0.0000     0.0000 
  13.400      0.567      0.000    -65.700    -60.000     62.485      0.071      0.000    -65.700      0.000     0.0000     0.0000 
  13.600      0.608      0.000    -65.700    -60.000     57.574      0.158      0.000    -65.700      0.000     0.0000     0.0000 
  13.800      0.649      0.000    -65.700    -60.000     52.894      0.425      0.000    -65.700      0.000     0.0000     0.0000 
  14.000      0.689      0.000    -65.700    -60.000     48.467      1.187      0.000    -65.700      0.000     0.0000     0.0000 
  14.200      0.767      0.000    -65.700    -60.000     44.292      2.853      0.000    -65.700      0.000     0.0000     0.0000 
  14.400      0.845      0.000    -65.700    -60.000     40.375      5.645      0.000    -65.700      0.000     0.0000     0.0000 
  14.600      0.923      0.000    -65.700    -60.000     36.714      9.694      0.000    -65.700      0.000     0.0000     0.0000 
  14.800      1.001      0.000    -65.700    -60.000     33.310     16.409      0.000    -65.700      0.000     0.0000     0.0000 
  15.000      1.079      0.000    -65.700    -60.000     30.149     30.413      0.000    -65.700      0.000     0.0000     0.0000 
  15.200      1.157      0.000    -65.700    -60.000     27.236     58.530      0.000    -65.700      0.000     0.0000     0.0000 
  15.400      1.235      0.000    -65.700    -60.000     24.546    103.739      0.000    -65.700      0.000     0.0000     0.0000 
  15.600      1.313      0.000    -65.700    -60.000     22.081    159.041      0.000    -65.700      0.000     0.0000     0.0000 
  15.800      1.406      0.000    -65.700    -60.000     19.829    210.396      0.000    -65.700      0.000     0.0000     0.0000 
  16.000      1.546      0.000    -65.700    -60.000     17.768    249.952      0.000    -65.700      0.000     0.0000     0.0000 
  16.200      1.686      0.000    -65.700    -60.000     15.893    285.883      0.000    -65.700      0.000     0.0000     0.0000 
  16.400      1.826      0.000    -65.700    -60.000     14.198    333.502      0.000    -65.700      0.000     0.0000     0.0000 
  16.600      1.966      0.000    -65.700    -60.000     12.659    394.449      0.000    -65.700      0.000     0.0000     0.0000 
  16.800      2.106      0.000    -65.700    -60.000     11.270    446.872      0.000    -65.700      0.000     0.0000     0.0000 
  17.000      2.246      0.000    -65.700    -60.000     10.020    462.299      0.000    -65.700      0.000     0.0000     0.0000 
  17.200      2.386      0.000    -65.700    -60.000      8.895    433.477      0.000    -65.700      0.000     0.0000     0.0000 
  17.400      2.526      0.000    -65.700    -60.000      7.888    377.188      0.000    -65.700      0.000     0.0000     0.0000 
  17.600      2.714      0.000    -65.700    -60.000      6.983    323.102      0.000    -65.700      0.000     0.0000     0.0000 
