     0.500      0.002      0.007
     0.200      0.003      0.016
     0.300      0.004      0.036
     0.400      0.005      0.075
     0.500      0.007      0.150
     0.600      0.010      0.288
     0.700      0.013      0.535
     0.800      0.017      1.006
     0.900      0.022      1.694
     1.000      0.029      2.744
     1.100      0.038      4.283
     1.200      0.049      6.458
     1.300      0.064      9.423
     1.400      0.081     13.330
     1.500      0.103     18.312
     1.600      0.130     24.465
     1.700      0.164     31.836
     1.800      0.205     40.405
     1.900      0.254     50.074
     2.000      0.315     60.668
     2.100      0.387     71.939
     2.200      0.474     83.571
     2.300      0.577     95.205
     2.400      0.700    106.459
     2.500      0.845    116.946
     2.600      1.014    126.312
     2.700      1.213    134.241
     2.800      1.443    140.494
     2.900      1.709    144.894
     3.000      2.016    147.358
     3.100      2.367    147.884
     3.200      2.768    146.540
     3.300      3.223    143.464
     3.400      3.738    138.845
     3.500      4.317    132.911
     3.600      4.967    125.913
     3.700      5.692    118.106
     3.800      6.498    109.741
     3.900      7.391    101.060
     4.000      8.376     92.279
     4.100      9.458     83.576
     4.200     10.642     75.123
     4.300     11.934     67.024
     4.400     13.337     59.394
     4.500     14.856     52.286
     4.600     16.495     45.740
     4.700     18.256     39.782
     4.800     20.142     34.410
     4.900     22.156     29.608
     5.000     24.298     25.345
     5.100     26.570     21.595
     5.200     28.971     18.319
     5.300     31.500     15.475
     5.400     34.155     13.022
     5.500     36.933     10.918
     5.600     39.832      9.120
     5.700     42.846      7.597
     5.800     45.970      6.311
     5.900     49.197      5.231
     6.000     52.520      4.327
     6.100     55.931      3.577
     6.200     59.421      2.959
     6.300     62.979      2.452
     6.400     66.594      2.046
     6.500     70.256      1.721
     6.600     73.952      1.473
     6.700     77.668      1.289
     6.800     81.392      1.172
     6.900     85.108      1.107
     7.000     88.803      1.098
     7.100     92.461      1.149
     7.200     96.068      1.251
     7.300     99.608      1.411
     7.400    103.066      1.632
     7.500    106.427      1.928
     7.600    109.676      2.288
     7.700    112.799      2.724
     7.800    115.780      3.251
     7.900    118.608      3.861
     8.000    121.269      4.565
     8.100    123.752      5.371
     8.200    126.045      6.291
     8.300    128.139      7.315
     8.400    130.024      8.453
     8.500    131.696      9.714
     8.600    133.145     11.089
     8.700    134.369     12.582
     8.800    135.364     14.190
     8.900    136.129     15.917
     9.000    136.664     17.748
     9.100    136.970     19.680
     9.200    137.050     21.708
     9.300    136.908     23.816
     9.400    136.550     25.996
     9.500    135.984     28.237
     9.600    135.216     30.521
     9.700    134.258     32.836
     9.800    133.116     35.165
     9.900    131.806     37.494
    10.000    130.336     39.804
    10.100    128.719     42.081
    10.200    126.968     44.307
    10.300    125.095     46.467
    10.400    123.114     48.546
    10.500    121.037     50.530
    10.600    118.876     52.405
    10.700    116.643     54.159
    10.800    114.353     55.781
    10.900    112.014     57.262
    11.000    109.639     58.594
    11.100    107.239     59.770
    11.200    104.820     60.786
    11.300    102.395     61.638
    11.400     99.972     62.324
    11.500     97.556     62.843
    11.600     95.157     63.198
    11.700     92.781     63.390
    11.800     90.433     63.423
    11.900     88.117     63.300
    12.000     85.839     63.029
    12.100     83.603     62.615
    12.200     81.410     62.065
    12.300     79.265     61.388
    12.400     77.169     60.592
    12.500     75.126     59.685
    12.600     73.134     58.678
    12.700     71.195     57.578
    12.800     69.310     56.394
    12.900     67.482     55.138
    13.000     65.706     53.817
    13.100     63.986     52.440
    13.200     62.319     51.016
    13.300     60.706     49.554
    13.400     59.145     48.061
    13.500     57.637     46.546
    13.600     56.178     45.015
    13.700     54.771     43.476
    13.800     53.413     41.934
    13.900     52.100     40.395
    14.000     50.835     38.865
