
   0.300      0.002      0.000    -65.700    -60.000      0.003      0.045      0.000    -65.700      0.000     0.0000     0.0000 
   0.600      0.004      0.000    -65.700    -60.000      0.007      0.839      0.000    -65.700      0.000     0.0000     0.0000 
   0.900      0.006      0.000    -65.700    -60.000      0.016      9.057      0.000    -65.700      0.000     0.0000     0.0000 
   1.200      0.008      0.000    -65.700    -60.000      0.036     54.985      0.000    -65.700      0.000     0.0000     0.0000 
   1.500      0.010      0.000    -65.700    -60.000      0.075    205.865      0.000    -65.700      0.000     0.0000     0.0000 
   1.800      0.012      0.000    -65.700    -60.000      0.150    495.635      0.000    -65.700      0.000     0.0000     0.0000 
   2.100      0.013      0.000    -65.700    -60.000      0.288    787.830      0.000    -65.700      0.000     0.0000     0.0000 
   2.400      0.013      0.000    -65.700    -60.000      0.535    834.535      0.000    -65.700      0.000     0.0000     0.0000 
   2.700      0.014      0.000    -65.700    -60.000      1.006    585.647      0.000    -65.700      0.000     0.0000     0.0000 
   3.000      0.015      0.000    -65.700    -60.000      1.694    267.148      0.000    -65.700      0.000     0.0000     0.0000 
   3.300      0.016      0.000    -65.700    -60.000      2.744     76.938      0.000    -65.700      0.000     0.0000     0.0000 
   3.600      0.016      0.000    -65.700    -60.000      4.283     13.412      0.000    -65.700      0.000     0.0000     0.0000 
   3.900      0.018      0.000    -65.700    -60.000      6.458      1.340      0.000    -65.700      0.000     0.0000     0.0000 
   4.200      0.019      0.000    -65.700    -60.000      9.423      0.073      0.000    -65.700      0.000     0.0000     0.0000 
   4.500      0.021      0.000    -65.700    -60.000     13.330      0.002      0.000    -65.700      0.000     0.0000     0.0000 
   4.800      0.022      0.000    -65.700    -60.000     18.312      0.000      0.000    -65.700      0.000     0.0000     0.0000 
   5.100      0.023      0.000    -65.700    -60.000     24.465      0.000      0.000    -65.700      0.000     0.0000     0.0000 
   5.400      0.025      0.000    -65.700    -60.000     31.836      0.000      0.000    -65.700      0.000     0.0000     0.0000 
   5.700      0.028      0.000    -65.700    -60.000     40.405      0.000      0.000    -65.700      0.000     0.0000     0.0000 
   6.000      0.031      0.000    -65.700    -60.000     50.074      0.000      0.000    -65.700      0.000     0.0000     0.0000 
   6.300      0.034      0.000    -65.700    -60.000     60.668      0.001      0.000    -65.700      0.000     0.0000     0.0000 
   6.600      0.037      0.000    -65.700    -60.000     71.939      0.024      0.000    -65.700      0.000     0.0000     0.0000 
   6.900      0.040      0.000    -65.700    -60.000     83.571      0.247      0.000    -65.700      0.000     0.0000     0.0000 
   7.200      0.045      0.000    -65.700    -60.000     95.205      1.176      0.000    -65.700      0.000     0.0000     0.0000 
   7.500      0.051      0.000    -65.700    -60.000    106.459      3.562      0.000    -65.700      0.000     0.0000     0.0000 
   7.800      0.057      0.000    -65.700    -60.000    116.946     12.652      0.000    -65.700      0.000     0.0000     0.0000 
   8.100      0.064      0.000    -65.700    -60.000    126.312     51.817      0.000    -65.700      0.000     0.0000     0.0000 
   8.400      0.070      0.000    -65.700    -60.000    134.241    149.536      0.000    -65.700      0.000     0.0000     0.0000 
   8.700      0.076      0.000    -65.700    -60.000    140.494    278.572      0.000    -65.700      0.000     0.0000     0.0000 
   9.000      0.089      0.000    -65.700    -60.000    144.894    368.478      0.000    -65.700      0.000     0.0000     0.0000 
   9.300      0.103      0.000    -65.700    -60.000    147.358    423.288      0.000    -65.700      0.000     0.0000     0.0000 
   9.600      0.117      0.000    -65.700    -60.000    147.884    500.005      0.000    -65.700      0.000     0.0000     0.0000 
   9.900      0.131      0.000    -65.700    -60.000    146.540    550.363      0.000    -65.700      0.000     0.0000     0.0000 
  10.200      0.145      0.000    -65.700    -60.000    143.464    472.536      0.000    -65.700      0.000     0.0000     0.0000 
  10.500      0.159      0.000    -65.700    -60.000    138.845    292.391      0.000    -65.700      0.000     0.0000     0.0000 
  10.800      0.189      0.000    -65.700    -60.000    132.911    136.845      0.000    -65.700      0.000     0.0000     0.0000 
  11.100      0.219      0.000    -65.700    -60.000    125.913     55.768      0.000    -65.700      0.000     0.0000     0.0000 
  11.400      0.249      0.000    -65.700    -60.000    118.106     22.383      0.000    -65.700      0.000     0.0000     0.0000 
  11.700      0.279      0.000    -65.700    -60.000    109.741      8.455      0.000    -65.700      0.000     0.0000     0.0000 
  12.000      0.309      0.000    -65.700    -60.000    101.060      2.547      0.000    -65.700      0.000     0.0000     0.0000 
